"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2465414674731.68","2430757445371.58","2303606692809.41","2063367359100.26","1950143523749.45","1746216767690.27","1724819169296.09","1725656092946.92","1772172012096.11","1742499395051.58","1778319472024.24","1920742882038.33","1971119599054.41","2079133277075.74","2221242650022.93","2405114181454.36","2577016798187.69","2786849344714.52","3000869050726.85","3132214698367.32","2944557482063.8","3096286598322.38","3299160640722.63","3420566249964.13","3557878728905.53","3637452551054.23","3657783002911.75","3712935111350.95","3862404189487.91","",
"Europe & Central Asia","ECS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","8452943266452.5","8767525092854.09","9187219204403.64","9739297820903.67","9967329204866.73","9920310472148.1","10393302469817.4","10690557472931.6","11032517657186.1","11444057751263.2","11609125854277.1","11668464505345.7","11779252317772.3","12005457197983.7","12325069976792","12666001417589.5","13016463187537.1","13412048521419.9","13973614812663.9","14470906436725.1","14807022715516.2","14872396610493.7","14782480995668.9","14658448735495.5","14816238723866.8","15135806087286.3","15403908576787.3","15862191692798.9","16256543079155","16728020479820.8","17447434595611.5","17831573973199.3","18142935432856.8","18482629685313","19082943747941.6","19609951274038.6","20382091217198.3","21137045961984.3","21349808758410","20395585694526.5","20920601404656.3","21423684859028.8","21487440084511.1","21679574983778.1","22078543029742","22513157151418","22925762443822.3","23523733278898.3","",
"Ecuador","ECU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","10168767411.0665","10689857241.4439","11215707027.0026","11451951118.3708","12300225236.4755","12703067759.1904","12659937587.1629","13244962663.9128","13497867066.9789","14128114602.6041","15098988653.7367","16049108549.3378","16854395152.4747","19205698245.4985","21358370782.4021","23701844116.8743","25455113995.4351","25863628384.4358","27339620380.6521","28360495038.3763","29412295887.7496","31063168090.3808","31254158536.0803","31148873036.3377","31966616073.5339","33224502867.2422","34375659633.5607","34286592743.4633","36306233273.873","36671393361.237","38020869118.8889","39652474795.4838","40490851303.0372","41289824101.1892","43048048229.3022","44017726512.0244","44780002396.8268","46718020342.0217","48244078213.3422","45957605225.5697","46459371078.3637","48325007474.5456","50304775101.152","51674512421.7873","55917517445.674","58876285668.9747","61468918471.6664","62815127109.2433","66808366776.0763","67186830556.6821","69555367000","75028081292.3641","79261137178.2611","83181798259.0618","86333447251.9654","86418807383.1387","85358980969.676","87380611573.98","",
"Egypt, Arab Rep.","EGY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15403072209.1662","16198042347.7606","16825816385.7775","18595571337.1721","20735471115.0021","21754420935.5019","22852236841.1798","23036257706.5952","22666112880.1596","23862774279.2606","25198735286.1966","26221135246.7403","27022369395.9578","27969997996.8006","28406033083.8993","30945290182.8832","35054728616.5089","38210721351.4005","41507835712.6492","43395483251.9774","47739947867.9796","51248143667.3602","56325384963.605","59194829227.8713","64963816822.113","68726200035.7488","71986932154.2333","74746013177.5663","78828132516.9614","82707161341.9586","87394200284.9527","88377738628.5831","92330750425.7699","95009072341.4758","98783946369.1519","103369950361.167","108526798675.639","114487475438.677","120870721731.589","128187556882.132","136353109167.326","141173535145.328","144547870670.123","149163941485.901","155267836791.515","162211017698.761","173312477287.801","185596566592.559","198878383179.716","208173162897.756","218888324504.753","222750766480.633","227709643593.141","232686160554.691","239471083953.09","249940805429.576","260804841091.541","271709667876.141","",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2868544425277.12","3060139669386.53","3255680182381.18","3443455651479.3","3632423095895.78","3812739561846.43","4013457724045.14","4224654844719.93","4458793124611.27","4768841347560.66","5034526353770.66","5226143693756.03","5483454353640.19","5821797369383.3","6009088855006","5963516826697.5","6262864107221.49","6455675515816.68","6657793600720.57","6913907074431.32","7063120044793.83","7099589606856.11","7150733069132.62","7249779439707.53","7421497141022.25","7592822819508.25","7783445683837.89","7981660622741.01","8325886173606.6","8667634857968.05","8977802005978.37","9216359114645.61","9346565273245.03","9284961503356.23","9514402852879.62","9749639227890.01","9917315070345.38","10186304540112.1","10488589726170.2","10801840579684.6","11218673005750.2","11460997218606.3","11578156148181.1","11661639594093.1","11932797238654.3","12136235664557.4","12529102219381.8","12911968342293.7","12968747877476.5","12382873800925.8","12641025254256.9","12844003945432.3","12729675447536.8","12698257487767.7","12867631035039.8","13135981787278.4","13372894210252.2","13689436257504.3","",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22553","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224147819025.919","250683949035.222","275635620736.643","302086989977.522","318123308791.017","338015988434.834","362508830812.602","378242940861.651","403195703839.28","439108407898.429","457948966202.287","479241181927.499","518298120355.182","558665589364.379","590055811943.231","593255114175.017","612855026287.534","630251371585.101","639471970413.889","639737648767.835","653867714099.553","653001544610.867","661140958805.749","672843919241.035","684852080710.238","700750482478.721","723548150160.144","763684253209.553","802588805081.049","841330009856.886","873144007866.8","895374259265.429","903694215028.917","894372683534.068","915687331433.623","940937354958.39","966105392900.925","1001750952717.03","1044886132833.35","1091746918945.16","1149490500814.16","1195482464482.66","1229910878223.45","1269115166553.55","1309304826679.13","1358050268792.21","1414736959945.11","1468058288554.62","1484466583143.37","1431415437122.94","1431616749640.29","1417318263210.38","1375822720570.93","1352355243630.25","1371017708643.57","1418074509574.91","1464508831011.81","1509201534288.7","",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10507168850.136","11066554220.3539","12372254758.3177","12881652376.2825","12771327686.6326","14121011168.8073","15014689085.8925","15927040858.0414","17108216227.3352","18185135022.5104","19889757107.0738","21932809902.7181","23632206205.7045","22351469214.5471","19060348608.4809","19490936349.1753","20971721297.2151","21875027647.655","22298647061.5152","22943236497.836","23327372037.3633","23808677023.3013","24964382783.2038","",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603581.96336","8302969570.96223","8986719589.93333","8730775888.12342","7757787405.46445","8507314752.23643","9686371611.63207","9735159432.1337","9700011205.55304","9964477334.01903","9253264787.04285","8450777235.35501","9561448857.12287","9866455689.20831","10471023887.6987","11772171512.2639","12141100401.7836","11721244257.5256","12326311978.1412","13074915711.7851","14160304516.1707","14374794288.769","14064103274.8829","15972968197.1422","17860775923.0952","19795942246.2104","22063798449.1645","24444156129.4695","26595865976.5256","29933790334.3418","33279878089.9327","36157859258.9667","39984181569.4229","44085556179.422","48667131302.6327","52347226227.4526","57710624012.0746","",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4117993869379.23","4348374961470.67","4567295300185.32","4802453900123.83","5069859519211.07","5292650814073.68","5520239169903.79","5766333039445.73","6058405142637.93","6409163726809.74","6775325711656.28","7021958573065.04","7353112723991.62","7801961078760.08","7975385808177.7","7913385969017.7","8277073785218.23","8509731548331.41","8784220205784.95","9120793701504.25","9254852273937.59","9284563115290.15","9376070765149.35","9548210005200.47","9782520868448.45","10038461505101.1","10306138170359.3","10608947999314.6","11076097989397.4","11488402864635","11829991148427.7","11998976411969","12126091834170.4","12108234014266.5","12451695393754.4","12785634294803.4","13039020442084.9","13416506135934.8","13816381070849.3","14232640087595.6","14782732293843.4","15108595442871.6","15313225050333.6","15514527300746.4","15913056693016.2","16248843796002.4","16792935433059.5","17310185126795.7","17393842582223.1","16637428831486.7","16986909515357.4","17276677893291.7","17204721630524.3","17249045087301.4","17550815056931.7","17957069974821.5","18310163899570.5","18758542785844","",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","230491191471.075","237413833286.861","243517123310.76","235502549686.361","235776606505.407","240499491691.768","247603212385.816","258859660323.921","261476911582.894","257042242419.668","295030600289.686","241392504674.896","256157167279.53","272782740792.791","281534928010.43","291882629057.567","313594775594.399","338042763102.104","378016033435.097","404548825712.961","411695871385.467","423415855182.473","421471905673.294","401325702294.434","457474783058.252","488049838558.324","520962743898.874","548919607487.084","577960896754.01","605283949809.336","644646998633.361","608999070844.39","694687699023.164","719897782357.53","727745722806.581","745343623422.021","783954316119.729","806247770918.444","",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","54020839834.6355","58128946694.1798","59862320225.3108","61828857088.9561","65067877138.9059","68518334138.5461","70144152940.6732","71665459589.2979","73316122941.6881","80349549608.1422","84635320495.2761","86630107555.3454","93331366979.2586","99849469096.2651","103081130725.907","104941639688.052","105303040819.575","105555252558.093","108637157806.075","116374216221.742","122645677924.149","124233662847.219","128069196072.583","132066309081.611","136311089463.963","141131994484.793","144979447530.263","150139405211.898","157961456050.64","165998063651.298","167119851165.76","157235671448.603","152008168119.698","150891678303.061","156835695262.809","163433977903.956","169413754324.023","180005176700.83","189776780339.204","198210715276.744","209379586716.485","214783238498.075","218392295141.416","222747002753.638","231492177438.401","237927555871.426","247575988035.367","260412309865.555","262289019320.092","240600244424.183","247799815768.477","254170297403.145","250545347666.329","248646122996.035","247075355590.897","247409110553.877","252692239709.946","259348797027.169","",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947698.513009","722498581.153345","748552617.958704","796151372.036738","834981909.492961","812435168.867151","812435168.867151","920910117.869457","993811403.151531","1019614826.89682","1149133552.97642","1228297210.20435","1320238654.74461","1473556233.66782","1511885640.31216","1519901827.13724","1561488822.32949","1653679307.34358","1684493991.55362","1890420346.01229","1860108269.89211","1977852947.56114","1859607282.04261","1785964546.18026","1935860987.58766","1846550527.46395","1989656493.87706","1858040318.99996","1875798629.86436","2015332395.17535","2132221728.89777","2074651682.07802","2201205463.61083","2248091836.12678","2362744523.3433","2421813101.87764","2538060153.26052","2482222810.54121","2514491755.78077","2735766980.72918","2689258981.99094","2743044147.33452","2830821574.15485","2859129746.53114","3010663631.43676","3031738288.38912","3087900727.57084","3061633390.88777","3093253763.44286","3050380106.78989","3140508835.9485","3225464089.99005","3270985505.31268","3425841168.87686","3617808676.11051","3756891966.94786","3771168285.97478","3914472684.17761","",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","608176285777.397","641664128970.243","684477080169.693","721077259044.247","768079514212.744","804778623588.979","846739845823.177","886436354593.11","924189897794.352","988795674791.155","1043755406778.23","1099551560224.43","1149488562254.09","1222026470832.46","1274467926133.43","1261976072403.21","1316420825913.13","1361855365551.59","1416040946545.38","1466439434343.65","1489729263980.49","1505784740635.29","1543557821462.91","1562949483987.66","1586776171064.49","1612533429422.08","1650447997322.39","1692985357800.54","1773130510404.4","1850318979973.54","1904237454486.49","1924024487378.54","1954802553292.05","1942826399983.33","1988393170556.83","2029852848973.99","2058027288315.57","2106130247621.88","2181028477920.57","2255338280604.68","2342736298465.86","2388523894567.11","2415238504666.61","2435032149085.55","2502882471990.15","2543121659233.15","2603519448238.71","2665001530699.71","2670206139232.81","2591666269727.4","2642609548930.36","2697555457635.09","2702483703549.71","2718056537417.43","2743812473469.65","2773101619290.33","2806036371233.86","2857089402048","",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2301168186.90991","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204090615.610811","206539213.278607","211803698.264369","219271921.151147","227474723.338265","244370047.246058","254164437.917243","274855088.21012","273385929.609443","292752623.143343","283643472.529491","266438401.016721","274313580.835887","278109396.940505","290800111.363042","295880951.523719","297655939.973105","303450791.213711","293950477.122429","299996309.623985","299604166.707487","293724716.417458","287210712.04182","290591735.701513","296525300","306450200.926878","300353437.593833","288764224.832153","282538297.972131","296471675.711075","298546977.441053","308100480.719167","",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185116065.60131","2507788728.45896","2694599217.24474","2858765930.71952","2988967099.55027","3238047760.73506","3384019101.66093","3523276660.31173","3611668656.19117","3903596598.83735","4242403104.80399","4677619823.51501","5207920211.5722","5738213230.02661","8004066949.73228","9540056594.85938","12938733999.2861","11310770691.4855","8590620139.78418","8631374495.28825","8851728061.99458","9302752753.63112","9014598089.52999","9520158446.65818","10235017844.0222","9996240063.52899","9915910504.90297","8215724303.74084","9271063112.44527","10063304194.7561","10585814826.4062","11232873126.3755","10885760985.9173","11315373531.2553","11735485609.8244","12319190798.347","12765767503.6889","13498314143.8215","13967763046.8196","12720075459.928","12480560713.2671","12747049816.8665","12715305434.8118","13001060309.9028","13090708218.7965","13441042188.4756","13063808807.6346","13848696552.9606","13390522031.7449","13407974049.0581","14358584300.3006","15376859682.3653","16184310411.783","17096894961.6772","17834619899.8015","18526406863.2095","18913875956.0273","19007559999.2149","",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","724558361061.08","743205377406.731","753075094121.114","782868561011.181","822311690317.643","845245772817.276","862567488917.333","882501122554.945","917666480088.841","936501085850.922","998275380745.969","1033058969027.07","1077500607187.06","1147632113254.69","1119361227100","1102805184368.56","1134897466890.37","1162624076095.54","1211475789174.6","1256802593253.32","1231317545386.53","1221824211054.78","1246389717523.84","1299011263983.31","1328579820723.07","1384318068316.22","1427568026603.7","1503322771924.82","1589728156125.7","1630574702266.82","1642507256284.46","1624660704506.76","1630736553074.82","1671944040741.03","1736816113510.38","1779710859442.01","1824891568314.44","1898585223136.99","1958159190329.39","2021147778546.34","2095205239633.13","2148509996709.61","2201317743023.61","2274531574900.44","2328311858122.98","2400398463976.6","2459352241877.18","2517311998561.84","2505416684453.29","2400495860780.8","2441173394729.62","2476634464613.01","2513321589693.39","2564904713179.98","2643243341332.76","2705252231411.39","2757620259273.38","2806903096896.07","",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","6982078742.16024","7508222452.84828","7977486321.87752","8332989822.11305","8731152552.3905","9783441207.62341","10025183790.6845","10309585603.7875","10977931454.8839","11944899867.7953","12826546393.2429","13608653298.6089","14547180899.5721","15627909544.1821","16779740561.4006","17547626169.6737","18471933981.5912","18841656859.5869","19652203617.2347","20718713569.5606","21742561001.5596","19965046653.5716","20221007106.3454","21344396900.3301","19808624449.9271","16879280318.5773","13317752075.9392","7338081406.04399","5188023446.17918","4648469356.54675","4769329337.72273","5303494351.86879","5861371078.80256","6043360990.14515","6216760515.82601","6331045822.16669","6635281198.84576","6998485748.13617","7772385448.94367","8222871318.73602","9011304085.19026","9860235676.2568","11100533051.2511","11368955405.9406","10953977075.561","11638536861.8315","12479016506.432","13271494211.6786","13721005571.9437","14355373148.1697","14768853661.9001","15189614370.6718","15923763449.3535","",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006722487.75181","7247030227.98403","7544822194.28983","7877245113.64433","8051279256.56791","8161501178.57403","7813960759.63847","8054268499.87069","8083977501.14918","8569515333.8899","9402769808.20738","9893229993.22429","9647120523.03573","9925399836.8859","10605539531.3192","9287098201.02141","8959246657.18272","9162989534.3808","9939638626.29687","9689662537.65541","9735368282.69309","9394331814.23873","8743901121.08394","8344852426.14239","9066479335.88602","9528109763.80254","10023491500.0837","10504107781.5602","11095296694.7992","11659589360.4173","12047715856.1569","12684055279.6118","13176122962.2219","13815165000.1835","14271065388.7182","14857951398.9653","15541782824.2302","16193971605.2352","16955151553.2998","17701177689.239","18356121284.0331","19090366135.3945","19949432554.0813","20986803043.6895","22162064012.0001","23469626664.7482","24971662216.256","26057135212.3246","28441310733.8456","29819146303.3442","32174772955.9748","36694403096.1881","40104336702.7707","43036976358.6719","44283946425.9222","45248542333.6554","46808618404.8994","50620453224.9334","",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2888535573.11336","2983855480.55592","3172080566.3432","3299074050.92385","3441728083.17744","3531674996.66001","3647194224.62627","3831163973.04539","3983264979.68677","4166800812.72132","4352705759.62121","4578245711.81531","4745082536.3325","4925965274.05965","5049265168.10567","5233984782.18311","5504299655.68013","5573026410.53525","5703441766.40492","5874389461.53479","5943715507.54435","6349521163.81372","6612176481.91928","6538276245.61414","6853467936.39129","7238091703.71796","7666363200.87543","7968018035.40333","8263428448.58193","8578674103.06299","9475497771.5086","10480310146.3464","",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","172396307.275892","172396307.275892","188905224.987343","193506054.967131","205414120.700433","205278799.971779","205774968.644054","224809830.760204","238025936.741632","267525512.413651","287191916.7268","297070101.135536","315834374.590451","311639515.595968","331179561.313451","342180995.323498","339564738.840344","376520342.791879","389831305.713507","386664843.779806","402483576.058824","412361861.66003","430822588.506628","456222690.08507","472459105.277726","487138595.145714","503597492.979933","518766358.425775","519567054.833348","524148847.430005","535803536.02109","562057904.420086","581729922.715412","618960633.791894","653003469.728368","690877672.512499","668424146.033001","714344883.547766","764706197.369318","757505143.313153","766020256.369495","793834647.462634","839358222.136542","893494274.620344","951806368.699129","910925126.116185","961934758.086175","1008001063.16696","998523478.736912","1057119309.33466","1061406947.78318","1109783032.00636","",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347018853.999612","333447059.545825","354703845.745581","358640678.155719","374991971.170753","404412282.461226","424404222.892706","393974143.15114","445687360.089592","454575009.455355","382058242.397534","451468781.144581","470430840.765613","454444248.64063","495840588.598335","516499751.502647","512399530.486074","527259116.908327","551513036.224687","585155331.552818","620849806.697969","652513146.981025","659690791.409824","673544298.027336","695097715.701948","725682015.248673","809861128.99053","862502102.374914","620139186.442281","626498945.784591","660498964.42588","674956671.269269","668307149.840494","672106543.994864","690666107.478887","720130606.909959","736761000.674145","760801183.943933","785173961.94352","811626276.096028","849050127.504407","917693960.144275","901976771.588471","931344271.765525","940327653.067488","998008131.225057","1060511440.73317","1123284986.04762","",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164823625.345287","174332993.380166","178171240.962056","187087619.73134","188979789.625448","213367969.501364","208395308.724523","217641261.247788","223420207.349764","220673975.135883","216793281.866299","214577136.655075","289132649.495085","321033270.674926","374545778.598325","440039841.242576","733018355.315771","1832347705.69357","2267978887.20713","2850033339.01954","3369132140.08877","5504483893.3827","6575812458.086","7493483546.94777","10340911891.9249","12072880264.5669","13003085741.6938","14990232117.7878","17658359891.78","17895574579.7547","16298542027.9965","17361846462.6899","18805114508.9646","18027861797.9562","18102689377.1354","16453526925.8321","15049397649.8622","14309494798.3601","",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","56488152206.7234","62786319861.6199","63749159946.9305","70210810027.4557","76009057613.0146","83148330609.7444","88219419688.5285","93055111746.9691","99256406058.3417","109082522436.44","117755967331.064","126989421156.068","139891738262.256","151212307425.025","141476895274.227","150484458575.03","160795500162.002","165524498469.44","177519832755.341","183346176059.017","184587669956.207","181719692103.639","179661448556.809","177723579962.172","181296855424.633","185846602550.214","186808656263.818","182588903662.859","190418063349.87","197653949750.543","197653949750.543","203781222157.05","205207690736.387","201924367679.307","205962855046.137","210287497825.875","216306196961.633","226005797602.23","234808508199.108","242023226588.581","251509982285.871","261901399087.378","272175455326.753","287946747179.798","302519710645.089","304332233457.662","321534411242.933","332060633925.509","330947657806.954","316714480468.733","299361576558.217","272022398082.022","252163419407.33","243989731226.599","245794711441.894","245079688980.546","244480923173.545","247784663293.158","",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671122.377339","279861685.357341","295539770.739905","293959271.188744","298469157.578767","310778806.574048","322068079.421398","333560966.885645","353506939.261937","378939196.416168","413412905.765728","425678005.547573","441716406.815312","459440771.92993","465806534.302448","461841827.778543","452795198.094421","460463538.539553","470268995.165715","491140636.967902","515773769.13944","576395254.526778","616157088.234607","646274551.793201","633194600.876292","654959547.879999","716944745.47362","712302884.452897","806847301.238685","774632469.576978","822066708.874271","829856141.34603","774975419.935199","771013259.259259","776911332.002809","767936889.427134","785994301.613538","843718324.581439","898080308.938223","931629123.871904","978762255.054155","",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636148","821342248.105121","872078805.651749","931432567.574174","984582475.667205","990945242.843205","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62707","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894827616.86314","2028626802.51062","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2482655002.57819","2614551661.59919","2622659625.54009","2823634003.66281","","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155111411.30125","6419690004.64345","6646722422.77844","7280889128.99105","7618212171.35099","7950501012.20709","8388740895.66175","8733700653.36369","9499299914.18782","9949273108.21363","10517166036.1767","11104418773.2262","11918711534.0403","12727137991.8733","13538496844.7786","13802496291.182","14822123354.7612","15979615677.7433","16778067507.7026","17568894351.9832","18229480943.2636","18347399910.4207","17699720362.8101","17244467369.6861","17330120250.8673","17224521077.4405","17249160685.6251","17860468060.5363","18555666608.2582","19287240375.0762","19885639193.4813","20613105340.0157","21610437215.2109","22459107608.6121","23365049947.6536","24521280544.3394","25246566051.1583","26348348898.3868","27664061031.6122","28728314655.6908","29765081824.3033","30459375065.0446","31637124683.7635","32437793855.0109","33460259674.7175","34551101284.6611","36409873403.3563","38705172408.0366","39975120007.4909","40185406335.126","41338521642.0274","43059051146.4009","44337843574.8185","45977273284.397","47896442435.6762","49879376398.5391","51421887413.549","52841305560.8527","",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5091562179.88117","5179814587.17476","5208897766.85106","5221935054.29215","5231963736.93915","",
"Guyana","GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","971260588.786854","1016808090.20437","1028043065.23978","901813180.767228","1004261704.63817","1110121119.33858","1168216798.07421","1218609252.89488","1231097896.278","1317205643.27339","1373258761.61442","1416006258.5799","1369027830.48908","1386068384.8432","1492835014.1238","1619472529.51869","1644362417.86436","1600972961.20758","1572056367.33365","1543198187.3825","1569955542.21743","1593444681.9968","1383267185.44383","1289310329.26221","1224474292.5516","1253857603.67944","1242565334.0644","1253740924.36596","1207433588.32727","1148068103.56785","1112851290.57497","1180266332.58991","1271830046.3714","1375803494.25514","1493192870.89806","1568322071.94954","1693090209.41003","1797734453.73173","1767548614.02354","1819870736.18439","1795051267.97988","1835969850.69542","1856764540.27217","1845025602.60787","1873869849.44014","1837311443.57134","1931558343.10466","2067146794.49782","2108006990.70391","2182886735.2227","2273224261.15644","2391347770.89989","2517522600.23773","2643412954.02705","2745103039.06018","2831914391.33426","2925824400.90067","3011395060.04138","",
"High income","HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9139254624497.33","9573668208693.87","10127671534186.8","10648923628686.2","11343943962305.5","11982966412342.7","12700674534978.4","13276007286370.5","14084446026644.2","14908305761395.5","15363727700585","15972829012110.1","16867577633963.6","17940469302699.4","18168494077423.6","18179973933330.6","19085467533726.9","19834791761765.3","20648736027116.3","21521875064549.7","21831777116367.7","22252009908174.2","22227939264008.2","22836633862358.4","23871152898746.1","24712455751190.6","25521847228978.3","26407851995271.2","27670452905070.4","28723413265643.7","29615705051917.7","30083285183206.8","30724557236863.9","31112440691328","32114099899016.8","33024175630866.4","34012759043804.8","35174311156312.3","36130314905848.8","37294229753333.8","38787198177352.9","39339689990220.3","39914858049647.8","40775750080011.4","42131189975814.8","43307561268726.1","44622030894019.7","45806730935181.1","45967757069088.1","44393081182815.6","45719294230837.4","46580558855717.6","47162379358430.9","47820800137532.3","48785201649382.2","49926522894736.8","50756650071610.4","51886022733031.9","",
"Hong Kong SAR, China","HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","10710190830.3625","12240744811.365","14170366289.1856","15392944267.209","17646808086.1942","17963567911.7935","18251590539.9317","18871663351.5636","21012421899.0321","22947031720.5629","24620512593.0889","27233211832.4466","30577354078.8796","31315845832.5021","31469942276.2462","36556751553.621","40843256992.2683","44217220858.7082","49327236778.561","54313303201.4401","59343180295.1656","61093655168.4363","64745231206.5757","71202750581.7166","71741817029.1846","79673717297.4608","90348772837.3426","98038955320.182","100271347572.762","104112263787.381","110048718129.313","116910184902.727","124159983389.758","131654427603.098","134779624937.554","140519365029.695","147685446096.197","138997594871.313","142481844510.651","153400895123.315","154261275971.074","156816826142.274","161609648467.509","175669728983.797","188648640222.02","201915790972.891","214969310482.259","219543730106.79","214145040905.272","228637697575.04","239645887720.961","243720605436.433","251279572791.243","258220961506.275","264386879658.877","270105365069.123","280346000937.197","",
"Honduras","HND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2234326591.95723","2275788081.61845","2406983760.73283","2493164290.84688","2628210163.98886","2865725629.35676","3019725204.58929","3200230572.89257","3411387650.34168","3433747210.20913","3558279639.31911","3700433039.25466","3913663272.94645","4221662800.00126","4169835905.7164","4258681838.89887","4705872947.05538","5194525574.60387","5504441972.8075","5813237132.25312","5848079004.55093","5776613430.91523","5656768290.97595","5708001295.48228","6069163419.43579","6410628806.76286","6752364967.2541","7200610990.85692","7326336093.02922","7526187473.77476","7736299733.46772","7479508089.00714","7933790064.72708","8449146710.57189","8467050740.75197","8991102303.29755","9159305714.52067","9580458197.8253","9924418971.0941","9851409878.53074","10569704556.9194","10857538040.412","11265166701.8573","11777398118.373","12511401249.9967","13268415996.7103","14139785190.6771","15014801358.9561","15650167709.792","15269613868.5127","15839344591.9842","16446892853.4328","17125933703.7093","17604014377.0727","18142359318.8949","18839040425.3557","19545909275.2757","20481239263.2949","",
